timestamp,building_id,energy_kwh
2025-01-03 03:00:00,B001,3.02
2025-01-03 04:00:00,B001,2.42
2025-01-03 05:00:00,B001,2.02
2025-01-03 06:00:00,B001,2.01
2025-01-03 07:00:00,B001,1.89
2025-01-03 08:00:00,B001,2.54
2025-01-03 09:00:00,B001,4.55
2025-01-03 10:00:00,B001,8.17
2025-01-03 11:00:00,B001,7.29
2025-01-03 12:00:00,B001,8.14
2025-01-03 13:00:00,B001,6.81
2025-01-03 14:00:00,B001,7.94
2025-01-03 15:00:00,B001,6.84
2025-01-03 16:00:00,B001,6.52
2025-01-03 17:00:00,B001,3.82
2025-01-03 18:00:00,B001,4.64
2025-01-03 19:00:00,B001,2.46
2025-01-03 20:00:00,B001,2.47
2025-01-03 21:00:00,B001,2.41
2025-01-03 22:00:00,B001,2.34
2025-01-03 23:00:00,B001,2.72
2025-01-04 00:00:00,B001,3.09
2025-01-04 01:00:00,B001,2.84
2025-01-04 02:00:00,B001,2.77
2025-01-04 03:00:00,B001,2.43
2025-01-04 04:00:00,B001,2.17
2025-01-04 05:00:00,B001,2.22
2025-01-04 06:00:00,B001,2.39
2025-01-04 07:00:00,B001,2.09
2025-01-04 08:00:00,B001,2.43
2025-01-04 09:00:00,B001,2.46
2025-01-04 10:00:00,B001,2.34
2025-01-04 11:00:00,B001,2.77
2025-01-04 12:00:00,B001,2.56
2025-01-04 13:00:00,B001,2.74
2025-01-04 14:00:00,B001,2.8
2025-01-04 15:00:00,B001,2.48
2025-01-04 16:00:00,B001,1.97
2025-01-04 17:00:00,B001,2.27
2025-01-04 18:00:00,B001,1.93
2025-01-04 19:00:00,B001,2.17
2025-01-04 20:00:00,B001,2.36
2025-01-04 21:00:00,B001,2.5
2025-01-04 22:00:00,B001,2.53
2025-01-04 23:00:00,B001,2.84
2025-01-05 00:00:00,B001,2.88
2025-01-05 01:00:00,B001,3.04
2025-01-05 02:00:00,B001,2.23
2025-01-05 03:00:00,B001,2.75
2025-01-05 04:00:00,B001,2.2
2025-01-05 05:00:00,B001,2.37
2025-01-05 06:00:00,B001,2.14
2025-01-05 07:00:00,B001,2.17
2025-01-05 08:00:00,B001,2.36
2025-01-05 09:00:00,B001,2.82
2025-01-05 10:00:00,B001,3.19
2025-01-05 11:00:00,B001,2.79
2025-01-05 12:00:00,B001,3.06
2025-01-05 13:00:00,B001,3.01
2025-01-05 14:00:00,B001,2.74
2025-01-05 15:00:00,B001,2.18
2025-01-05 16:00:00,B001,2.6
2025-01-05 17:00:00,B001,2.13
2025-01-05 18:00:00,B001,1.9
2025-01-05 19:00:00,B001,2.1
2025-01-05 20:00:00,B001,2.02
2025-01-05 21:00:00,B001,2.73
2025-01-05 22:00:00,B001,3.06
2025-01-05 23:00:00,B001,2.57
2025-01-06 00:00:00,B001,2.75
2025-01-06 01:00:00,B001,2.94
2025-01-06 02:00:00,B001,2.83
2025-01-06 03:00:00,B001,2.3
2025-01-06 04:00:00,B001,2.27
2025-01-06 05:00:00,B001,2.43
2025-01-06 06:00:00,B001,1.97
2025-01-06 07:00:00,B001,2.55
2025-01-06 08:00:00,B001,2.38
2025-01-06 09:00:00,B001,4.91
2025-01-06 10:00:00,B001,9.05
2025-01-06 11:00:00,B001,9.58
2025-01-06 12:00:00,B001,9.6
2025-01-06 13:00:00,B001,9.26
2025-01-06 14:00:00,B001,8.49
2025-01-06 15:00:00,B001,7.82
2025-01-06 16:00:00,B001,6.52
2025-01-06 17:00:00,B001,4.31
2025-01-06 18:00:00,B001,4.43
2025-01-06 19:00:00,B001,2.3
2025-01-06 20:00:00,B001,2.3
2025-01-06 21:00:00,B001,2.75
2025-01-06 22:00:00,B001,2.43
2025-01-06 23:00:00,B001,2.97
2025-01-07 00:00:00,B001,2.89
2025-01-07 01:00:00,B001,3.22
2025-01-07 02:00:00,B001,2.73
2025-01-07 03:00:00,B001,2.53
2025-01-07 04:00:00,B001,2.77
2025-01-07 05:00:00,B001,2.55
2025-01-07 06:00:00,B001,2.0
2025-01-07 07:00:00,B001,2.25
2025-01-07 08:00:00,B001,2.62
2025-01-07 09:00:00,B001,5.07
2025-01-07 10:00:00,B001,8.63
2025-01-07 11:00:00,B001,8.69
2025-01-07 12:00:00,B001,8.61
2025-01-07 13:00:00,B001,8.33
2025-01-07 14:00:00,B001,8.1
2025-01-07 15:00:00,B001,8.7
2025-01-07 16:00:00,B001,8.03
2025-01-07 17:00:00,B001,4.58
2025-01-07 18:00:00,B001,4.15
2025-01-07 19:00:00,B001,2.17
2025-01-07 20:00:00,B001,2.59
2025-01-07 21:00:00,B001,2.86
2025-01-07 22:00:00,B001,2.38
2025-01-07 23:00:00,B001,2.49
2025-01-08 00:00:00,B001,3.03
2025-01-08 01:00:00,B001,3.4
2025-01-08 02:00:00,B001,2.82
2025-01-08 03:00:00,B001,2.9
2025-01-08 04:00:00,B001,2.44
2025-01-08 05:00:00,B001,1.98
2025-01-08 06:00:00,B001,1.92
2025-01-08 07:00:00,B001,1.93
2025-01-08 08:00:00,B001,2.34
2025-01-08 09:00:00,B001,6.3
2025-01-08 10:00:00,B001,8.6
2025-01-08 11:00:00,B001,7.64
2025-01-08 12:00:00,B001,8.25
2025-01-08 13:00:00,B001,8.69
2025-01-08 14:00:00,B001,8.35
2025-01-08 15:00:00,B001,9.17
2025-01-08 16:00:00,B001,7.9
2025-01-08 17:00:00,B001,4.56
2025-01-08 18:00:00,B001,4.21
2025-01-08 19:00:00,B001,2.33
2025-01-08 20:00:00,B001,2.15
2025-01-08 21:00:00,B001,2.47
2025-01-08 22:00:00,B001,2.6
2025-01-08 23:00:00,B001,2.99
2025-01-09 00:00:00,B001,2.88
2025-01-09 01:00:00,B001,3.01
2025-01-09 02:00:00,B001,2.91
2025-01-09 03:00:00,B001,2.63
2025-01-09 04:00:00,B001,2.62
2025-01-09 05:00:00,B001,2.24
2025-01-09 06:00:00,B001,1.97
2025-01-09 07:00:00,B001,2.33
2025-01-09 08:00:00,B001,2.3
2025-01-09 09:00:00,B001,5.3
2025-01-09 10:00:00,B001,8.36
2025-01-09 11:00:00,B001,9.4
2025-01-09 12:00:00,B001,9.59
2025-01-09 13:00:00,B001,8.82
2025-01-09 14:00:00,B001,9.07
2025-01-09 15:00:00,B001,7.63
2025-01-09 16:00:00,B001,6.15
2025-01-09 17:00:00,B001,4.56
2025-01-09 18:00:00,B001,4.39
2025-01-09 19:00:00,B001,2.35
2025-01-09 20:00:00,B001,2.26
2025-01-09 21:00:00,B001,3.04
2025-01-09 22:00:00,B001,2.7
2025-01-09 23:00:00,B001,2.42
2025-01-10 00:00:00,B001,3.29
2025-01-10 01:00:00,B001,2.67
2025-01-10 02:00:00,B001,2.52
2025-01-10 03:00:00,B001,2.82
2025-01-10 04:00:00,B001,1.98
2025-01-10 05:00:00,B001,2.29
2025-01-10 06:00:00,B001,2.07
2025-01-10 07:00:00,B001,2.24
2025-01-10 08:00:00,B001,2.32
2025-01-10 09:00:00,B001,4.74
2025-01-10 10:00:00,B001,8.68
2025-01-10 11:00:00,B001,7.87
2025-01-10 12:00:00,B001,8.76
2025-01-10 13:00:00,B001,8.43
2025-01-10 14:00:00,B001,8.19
2025-01-10 15:00:00,B001,6.56
2025-01-10 16:00:00,B001,6.99
2025-01-10 17:00:00,B001,3.87
2025-01-10 18:00:00,B001,4.26
2025-01-10 19:00:00,B001,2.23
2025-01-10 20:00:00,B001,2.29
2025-01-10 21:00:00,B001,2.08
2025-01-10 22:00:00,B001,2.68
2025-01-10 23:00:00,B001,2.76
2025-01-11 00:00:00,B001,3.13
2025-01-11 01:00:00,B001,2.69
2025-01-11 02:00:00,B001,3.09
2025-01-11 03:00:00,B001,2.76
2025-01-11 04:00:00,B001,2.21
2025-01-11 05:00:00,B001,1.89
2025-01-11 06:00:00,B001,1.78
2025-01-11 07:00:00,B001,2.19
2025-01-11 08:00:00,B001,2.67
2025-01-11 09:00:00,B001,2.58
2025-01-11 10:00:00,B001,2.57
2025-01-11 11:00:00,B001,3.09
2025-01-11 12:00:00,B001,2.73
2025-01-11 13:00:00,B001,2.91
2025-01-11 14:00:00,B001,2.98
2025-01-11 15:00:00,B001,2.45
2025-01-11 16:00:00,B001,2.27
2025-01-11 17:00:00,B001,2.01
2025-01-11 18:00:00,B001,2.17
2025-01-11 19:00:00,B001,2.32
2025-01-11 20:00:00,B001,2.53
2025-01-11 21:00:00,B001,2.24
2025-01-11 22:00:00,B001,2.61
2025-01-11 23:00:00,B001,3.2
2025-01-12 00:00:00,B001,3.05
2025-01-12 01:00:00,B001,2.95
2025-01-12 02:00:00,B001,2.46
2025-01-12 03:00:00,B001,2.61
2025-01-12 04:00:00,B001,2.21
2025-01-12 05:00:00,B001,2.12
2025-01-12 06:00:00,B001,1.8
2025-01-12 07:00:00,B001,2.07
2025-01-12 08:00:00,B001,2.1
2025-01-12 09:00:00,B001,2.75
2025-01-12 10:00:00,B001,2.95
2025-01-12 11:00:00,B001,2.73
2025-01-12 12:00:00,B001,2.74
2025-01-12 13:00:00,B001,2.53
2025-01-12 14:00:00,B001,3.28
2025-01-12 15:00:00,B001,2.65
2025-01-12 16:00:00,B001,2.38
2025-01-12 17:00:00,B001,2.17
2025-01-12 18:00:00,B001,2.37
2025-01-12 19:00:00,B001,2.18
2025-01-12 20:00:00,B001,2.51
2025-01-12 21:00:00,B001,2.46
2025-01-12 22:00:00,B001,2.82
2025-01-12 23:00:00,B001,3.21
2025-01-13 00:00:00,B001,2.76
2025-01-13 01:00:00,B001,2.71
2025-01-13 02:00:00,B001,2.78
2025-01-13 03:00:00,B001,2.16
2025-01-13 04:00:00,B001,2.17
2025-01-13 05:00:00,B001,2.1
2025-01-13 06:00:00,B001,1.83
2025-01-13 07:00:00,B001,2.18
2025-01-13 08:00:00,B001,2.28
2025-01-13 09:00:00,B001,5.21
2025-01-13 10:00:00,B001,8.26
2025-01-13 11:00:00,B001,8.69
2025-01-13 12:00:00,B001,8.2
2025-01-13 13:00:00,B001,7.3
2025-01-13 14:00:00,B001,8.04
2025-01-13 15:00:00,B001,7.35
2025-01-13 16:00:00,B001,6.99
2025-01-13 17:00:00,B001,4.69
2025-01-13 18:00:00,B001,4.18
2025-01-13 19:00:00,B001,2.49
2025-01-13 20:00:00,B001,2.36
2025-01-13 21:00:00,B001,2.71
2025-01-13 22:00:00,B001,2.81
2025-01-13 23:00:00,B001,2.68
2025-01-14 00:00:00,B001,2.66
2025-01-14 01:00:00,B001,2.84
2025-01-14 02:00:00,B001,2.44
2025-01-14 03:00:00,B001,2.02
2025-01-14 04:00:00,B001,2.46
2025-01-14 05:00:00,B001,2.61
2025-01-14 06:00:00,B001,1.93
2025-01-14 07:00:00,B001,2.62
2025-01-14 08:00:00,B001,2.31
2025-01-14 09:00:00,B001,5.93
2025-01-14 10:00:00,B001,8.54
2025-01-14 11:00:00,B001,7.88
2025-01-14 12:00:00,B001,7.4
2025-01-14 13:00:00,B001,7.67
2025-01-14 14:00:00,B001,8.93
2025-01-14 15:00:00,B001,8.5
2025-01-14 16:00:00,B001,5.56
2025-01-14 17:00:00,B001,4.56
2025-01-14 18:00:00,B001,4.65
2025-01-14 19:00:00,B001,2.34
2025-01-14 20:00:00,B001,2.55
2025-01-14 21:00:00,B001,2.47
2025-01-14 22:00:00,B001,2.59
2025-01-14 23:00:00,B001,2.28
2025-01-15 00:00:00,B001,3.2
2025-01-15 01:00:00,B001,2.65
2025-01-15 02:00:00,B001,2.52
2025-01-15 03:00:00,B001,2.64
2025-01-15 04:00:00,B001,2.24
2025-01-15 05:00:00,B001,2.34
2025-01-15 06:00:00,B001,2.13
2025-01-15 07:00:00,B001,1.84
2025-01-15 08:00:00,B001,2.58
2025-01-15 09:00:00,B001,5.0
2025-01-15 10:00:00,B001,8.02
2025-01-15 11:00:00,B001,7.86
2025-01-15 12:00:00,B001,7.62
2025-01-15 13:00:00,B001,7.53
2025-01-15 14:00:00,B001,8.28
2025-01-15 15:00:00,B001,6.92
2025-01-15 16:00:00,B001,7.06
2025-01-15 17:00:00,B001,5.09
2025-01-15 18:00:00,B001,4.35
2025-01-15 19:00:00,B001,1.9
2025-01-15 20:00:00,B001,2.69
2025-01-15 21:00:00,B001,2.66
2025-01-15 22:00:00,B001,2.77
2025-01-15 23:00:00,B001,2.59
2025-01-16 00:00:00,B001,2.99
2025-01-16 01:00:00,B001,2.77
2025-01-16 02:00:00,B001,2.97
2025-01-16 03:00:00,B001,2.71
2025-01-16 04:00:00,B001,2.75
2025-01-16 05:00:00,B001,2.34
2025-01-16 06:00:00,B001,2.19
2025-01-16 07:00:00,B001,2.42
2025-01-16 08:00:00,B001,2.17
2025-01-16 09:00:00,B001,4.75
2025-01-16 10:00:00,B001,7.53
2025-01-16 11:00:00,B001,8.73
2025-01-16 12:00:00,B001,9.36
2025-01-16 13:00:00,B001,8.46
2025-01-16 14:00:00,B001,8.36
2025-01-16 15:00:00,B001,7.58
2025-01-16 16:00:00,B001,7.47
2025-01-16 17:00:00,B001,3.89
2025-01-16 18:00:00,B001,4.66
2025-01-16 19:00:00,B001,2.17
2025-01-16 20:00:00,B001,2.15
2025-01-16 21:00:00,B001,2.81
2025-01-16 22:00:00,B001,2.75
2025-01-16 23:00:00,B001,2.96
2025-01-17 00:00:00,B001,2.9
2025-01-17 01:00:00,B001,2.86
2025-01-17 02:00:00,B001,2.42
2025-01-17 03:00:00,B001,2.84
2025-01-17 04:00:00,B001,2.43
2025-01-17 05:00:00,B001,2.13
2025-01-17 06:00:00,B001,2.11
2025-01-17 07:00:00,B001,1.95
2025-01-17 08:00:00,B001,2.57
2025-01-17 09:00:00,B001,5.03
2025-01-17 10:00:00,B001,8.37
2025-01-17 11:00:00,B001,8.42
2025-01-17 12:00:00,B001,9.63
2025-01-17 13:00:00,B001,8.78
2025-01-17 14:00:00,B001,7.77
2025-01-17 15:00:00,B001,7.64
2025-01-17 16:00:00,B001,7.31
2025-01-17 17:00:00,B001,5.36
2025-01-17 18:00:00,B001,4.37
2025-01-17 19:00:00,B001,2.32
2025-01-17 20:00:00,B001,2.18
2025-01-17 21:00:00,B001,2.65
2025-01-17 22:00:00,B001,2.88
2025-01-17 23:00:00,B001,2.87
2025-01-18 00:00:00,B001,3.22
2025-01-18 01:00:00,B001,2.78
2025-01-18 02:00:00,B001,3.26
2025-01-18 03:00:00,B001,2.76
2025-01-18 04:00:00,B001,2.7
2025-01-18 05:00:00,B001,1.89
2025-01-18 06:00:00,B001,1.96
2025-01-18 07:00:00,B001,2.24
2025-01-18 08:00:00,B001,2.11
2025-01-18 09:00:00,B001,2.94
2025-01-18 10:00:00,B001,2.47
2025-01-18 11:00:00,B001,2.83
2025-01-18 12:00:00,B001,2.88
2025-01-18 13:00:00,B001,2.75
2025-01-18 14:00:00,B001,2.63
2025-01-18 15:00:00,B001,2.56
2025-01-18 16:00:00,B001,2.53
2025-01-18 17:00:00,B001,2.44
2025-01-18 18:00:00,B001,2.29
2025-01-18 19:00:00,B001,1.87
2025-01-18 20:00:00,B001,2.16
2025-01-18 21:00:00,B001,3.21
2025-01-18 22:00:00,B001,3.02
2025-01-18 23:00:00,B001,2.7
2025-01-19 00:00:00,B001,2.85
2025-01-19 01:00:00,B001,2.98
2025-01-19 02:00:00,B001,2.56
2025-01-19 03:00:00,B001,2.19
2025-01-19 04:00:00,B001,2.5
2025-01-19 05:00:00,B001,1.93
2025-01-19 06:00:00,B001,2.19
2025-01-19 07:00:00,B001,2.14
2025-01-19 08:00:00,B001,2.51
2025-01-19 09:00:00,B001,2.57
2025-01-19 10:00:00,B001,2.86
2025-01-19 11:00:00,B001,3.1
2025-01-19 12:00:00,B001,2.94
2025-01-19 13:00:00,B001,2.92
2025-01-19 14:00:00,B001,2.27
2025-01-19 15:00:00,B001,2.52
2025-01-19 16:00:00,B001,2.05
2025-01-19 17:00:00,B001,2.42
2025-01-19 18:00:00,B001,1.75
2025-01-19 19:00:00,B001,2.03
2025-01-19 20:00:00,B001,2.03
2025-01-19 21:00:00,B001,2.89
2025-01-19 22:00:00,B001,2.92
2025-01-19 23:00:00,B001,2.66
2025-01-20 00:00:00,B001,2.84
2025-01-20 01:00:00,B001,2.82
2025-01-20 02:00:00,B001,3.02
2025-01-20 03:00:00,B001,2.62
2025-01-20 04:00:00,B001,2.3
2025-01-20 05:00:00,B001,2.22
2025-01-20 06:00:00,B001,2.13
2025-01-20 07:00:00,B001,2.58
2025-01-20 08:00:00,B001,2.36
2025-01-20 09:00:00,B001,4.93
2025-01-20 10:00:00,B001,9.36
2025-01-20 11:00:00,B001,7.86
2025-01-20 12:00:00,B001,10.11
2025-01-20 13:00:00,B001,8.81
2025-01-20 14:00:00,B001,7.89
2025-01-20 15:00:00,B001,9.39
2025-01-20 16:00:00,B001,7.74
2025-01-20 17:00:00,B001,4.97
2025-01-20 18:00:00,B001,3.86
2025-01-20 19:00:00,B001,2.12
2025-01-20 20:00:00,B001,2.37
2025-01-20 21:00:00,B001,2.43
2025-01-20 22:00:00,B001,2.34
2025-01-20 23:00:00,B001,2.61
2025-01-21 00:00:00,B001,3.08
2025-01-21 01:00:00,B001,2.83
2025-01-21 02:00:00,B001,2.54
2025-01-21 03:00:00,B001,2.84
2025-01-21 04:00:00,B001,2.2
2025-01-21 05:00:00,B001,2.1
2025-01-21 06:00:00,B001,1.92
2025-01-21 07:00:00,B001,1.86
2025-01-21 08:00:00,B001,2.34
2025-01-21 09:00:00,B001,5.1
2025-01-21 10:00:00,B001,7.05
2025-01-21 11:00:00,B001,8.81
2025-01-21 12:00:00,B001,7.63
2025-01-21 13:00:00,B001,8.34
2025-01-21 14:00:00,B001,7.86
2025-01-21 15:00:00,B001,7.6
2025-01-21 16:00:00,B001,7.31
2025-01-21 17:00:00,B001,3.9
2025-01-21 18:00:00,B001,4.02
2025-01-21 19:00:00,B001,2.26
2025-01-21 20:00:00,B001,2.73
2025-01-21 21:00:00,B001,2.35
2025-01-21 22:00:00,B001,2.79
2025-01-21 23:00:00,B001,2.83
2025-01-22 00:00:00,B001,2.85
2025-01-22 01:00:00,B001,2.77
2025-01-22 02:00:00,B001,3.49
2025-01-22 03:00:00,B001,2.07
2025-01-22 04:00:00,B001,2.05
2025-01-22 05:00:00,B001,2.34
2025-01-22 06:00:00,B001,2.02
2025-01-22 07:00:00,B001,2.13
2025-01-22 08:00:00,B001,2.54
2025-01-22 09:00:00,B001,4.98
2025-01-22 10:00:00,B001,9.16
2025-01-22 11:00:00,B001,7.89
2025-01-22 12:00:00,B001,6.37
2025-01-22 13:00:00,B001,8.53
2025-01-22 14:00:00,B001,7.69
2025-01-22 15:00:00,B001,7.09
2025-01-22 16:00:00,B001,7.18
2025-01-22 17:00:00,B001,4.92
2025-01-22 18:00:00,B001,4.23
2025-01-22 19:00:00,B001,2.21
2025-01-22 20:00:00,B001,2.26
2025-01-22 21:00:00,B001,2.5
2025-01-22 22:00:00,B001,2.78
2025-01-22 23:00:00,B001,2.78
2025-01-23 00:00:00,B001,3.01
2025-01-23 01:00:00,B001,2.85
2025-01-23 02:00:00,B001,2.89
2025-01-23 03:00:00,B001,2.42
2025-01-23 04:00:00,B001,2.77
2025-01-23 05:00:00,B001,2.44
2025-01-23 06:00:00,B001,2.19
2025-01-23 07:00:00,B001,2.21
2025-01-23 08:00:00,B001,3.15
2025-01-23 09:00:00,B001,5.81
2025-01-23 10:00:00,B001,8.65
2025-01-23 11:00:00,B001,8.37
2025-01-23 12:00:00,B001,8.83
2025-01-23 13:00:00,B001,8.1
2025-01-23 14:00:00,B001,8.42
2025-01-23 15:00:00,B001,7.14
2025-01-23 16:00:00,B001,7.08
2025-01-23 17:00:00,B001,4.56
2025-01-23 18:00:00,B001,4.04
2025-01-23 19:00:00,B001,2.24
2025-01-23 20:00:00,B001,2.44
2025-01-23 21:00:00,B001,2.6
2025-01-23 22:00:00,B001,2.76
2025-01-23 23:00:00,B001,2.93
2025-01-24 00:00:00,B001,2.69
2025-01-24 01:00:00,B001,3.48
2025-01-24 02:00:00,B001,3.04
2025-01-24 03:00:00,B001,2.49
2025-01-24 04:00:00,B001,2.42
2025-01-24 05:00:00,B001,2.2
2025-01-24 06:00:00,B001,2.18
2025-01-24 07:00:00,B001,2.59
2025-01-24 08:00:00,B001,2.53
2025-01-24 09:00:00,B001,4.71
2025-01-24 10:00:00,B001,7.65
2025-01-24 11:00:00,B001,9.05
2025-01-24 12:00:00,B001,7.32
2025-01-24 13:00:00,B001,9.1
2025-01-24 14:00:00,B001,7.43
2025-01-24 15:00:00,B001,7.65
2025-01-24 16:00:00,B001,6.81
2025-01-24 17:00:00,B001,4.01
2025-01-24 18:00:00,B001,4.67
2025-01-24 19:00:00,B001,2.44
2025-01-24 20:00:00,B001,2.53
2025-01-24 21:00:00,B001,2.64
2025-01-24 22:00:00,B001,2.77
2025-01-24 23:00:00,B001,2.67
2025-01-25 00:00:00,B001,2.44
2025-01-25 01:00:00,B001,2.66
2025-01-25 02:00:00,B001,3.16
2025-01-25 03:00:00,B001,2.81
2025-01-25 04:00:00,B001,2.21
2025-01-25 05:00:00,B001,2.09
2025-01-25 06:00:00,B001,2.25
2025-01-25 07:00:00,B001,2.07
2025-01-25 08:00:00,B001,2.4
2025-01-25 09:00:00,B001,2.64
2025-01-25 10:00:00,B001,2.22
2025-01-25 11:00:00,B001,2.5
2025-01-25 12:00:00,B001,3.05
2025-01-25 13:00:00,B001,2.44
2025-01-25 14:00:00,B001,2.67
2025-01-25 15:00:00,B001,2.36
2025-01-25 16:00:00,B001,2.36
2025-01-25 17:00:00,B001,2.07
2025-01-25 18:00:00,B001,2.12
2025-01-25 19:00:00,B001,2.17
2025-01-25 20:00:00,B001,2.25
2025-01-25 21:00:00,B001,2.46
2025-01-25 22:00:00,B001,2.8
2025-01-25 23:00:00,B001,3.04
2025-01-26 00:00:00,B001,2.72
2025-01-26 01:00:00,B001,3.04
2025-01-26 02:00:00,B001,2.63
2025-01-26 03:00:00,B001,2.57
2025-01-26 04:00:00,B001,2.35
2025-01-26 05:00:00,B001,2.02
2025-01-26 06:00:00,B001,1.89
2025-01-26 07:00:00,B001,1.87
2025-01-26 08:00:00,B001,2.25
2025-01-26 09:00:00,B001,2.67
2025-01-26 10:00:00,B001,2.61
2025-01-26 11:00:00,B001,2.72
2025-01-26 12:00:00,B001,2.89
2025-01-26 13:00:00,B001,2.5
2025-01-26 14:00:00,B001,2.74
2025-01-26 15:00:00,B001,2.33
2025-01-26 16:00:00,B001,2.82
2025-01-26 17:00:00,B001,1.85
2025-01-26 18:00:00,B001,2.4
2025-01-26 19:00:00,B001,2.21
2025-01-26 20:00:00,B001,2.32
2025-01-26 21:00:00,B001,2.75
2025-01-26 22:00:00,B001,2.58
2025-01-26 23:00:00,B001,2.97
2025-01-27 00:00:00,B001,2.86
2025-01-27 01:00:00,B001,2.57
2025-01-27 02:00:00,B001,2.59
2025-01-27 03:00:00,B001,2.91
2025-01-27 04:00:00,B001,2.24
2025-01-27 05:00:00,B001,2.13
2025-01-27 06:00:00,B001,2.38
2025-01-27 07:00:00,B001,2.04
2025-01-27 08:00:00,B001,2.55
2025-01-27 09:00:00,B001,4.59
2025-01-27 10:00:00,B001,8.23
2025-01-27 11:00:00,B001,8.0
2025-01-27 12:00:00,B001,9.91
2025-01-27 13:00:00,B001,8.84
2025-01-27 14:00:00,B001,8.51
2025-01-27 15:00:00,B001,8.51
2025-01-27 16:00:00,B001,6.48
2025-01-27 17:00:00,B001,4.28
2025-01-27 18:00:00,B001,3.92
2025-01-27 19:00:00,B001,2.12
2025-01-27 20:00:00,B001,2.5
2025-01-27 21:00:00,B001,2.75
2025-01-27 22:00:00,B001,2.81
2025-01-27 23:00:00,B001,2.72
2025-01-28 00:00:00,B001,3.33
2025-01-28 01:00:00,B001,2.68
2025-01-28 02:00:00,B001,2.46
2025-01-28 03:00:00,B001,2.58
2025-01-28 04:00:00,B001,2.48
2025-01-28 05:00:00,B001,2.12
2025-01-28 06:00:00,B001,2.15
2025-01-28 07:00:00,B001,1.96
2025-01-28 08:00:00,B001,1.98
2025-01-28 09:00:00,B001,4.98
2025-01-28 10:00:00,B001,7.18
2025-01-28 11:00:00,B001,8.6
2025-01-28 12:00:00,B001,8.88
2025-01-28 13:00:00,B001,8.55
2025-01-28 14:00:00,B001,8.76
2025-01-28 15:00:00,B001,7.05
2025-01-28 16:00:00,B001,6.75
2025-01-28 17:00:00,B001,4.31
2025-01-28 18:00:00,B001,4.3
2025-01-28 19:00:00,B001,1.95
2025-01-28 20:00:00,B001,2.19
2025-01-28 21:00:00,B001,2.4
2025-01-28 22:00:00,B001,2.55
2025-01-28 23:00:00,B001,3.01
2025-01-29 00:00:00,B001,2.7
2025-01-29 01:00:00,B001,2.98
2025-01-29 02:00:00,B001,2.69
2025-01-29 03:00:00,B001,2.46
2025-01-29 04:00:00,B001,2.59
2025-01-29 05:00:00,B001,1.97
2025-01-29 06:00:00,B001,1.96
2025-01-29 07:00:00,B001,2.12
2025-01-29 08:00:00,B001,2.49
2025-01-29 09:00:00,B001,6.17
2025-01-29 10:00:00,B001,9.29
2025-01-29 11:00:00,B001,7.62
2025-01-29 12:00:00,B001,7.83
2025-01-29 13:00:00,B001,8.17
2025-01-29 14:00:00,B001,7.38
2025-01-29 15:00:00,B001,8.17
2025-01-29 16:00:00,B001,5.62
2025-01-29 17:00:00,B001,4.89
2025-01-29 18:00:00,B001,4.6
2025-01-29 19:00:00,B001,2.03
2025-01-29 20:00:00,B001,2.48
2025-01-29 21:00:00,B001,2.27
2025-01-29 22:00:00,B001,3.03
2025-01-29 23:00:00,B001,2.87
2025-01-30 00:00:00,B001,2.72
2025-01-30 01:00:00,B001,3.13
